"Ticker","Date","LatestAvailableDate","HistoryBars","HistoryQuality","Price","ChangePct","Signal","ActiveSignals","SignalGroup","ActiveSignal","SniperLocation","LastActiveSignals","LastActiveDate","LastSniperLocation","SignalAgeLabel","AgeDays","Trend","TrendShort","TrendMedium","TrendLong","Structure","Regime","RisenScore","RisenInsideRolling","RisenRecentUpBreak","RisenVolSurge","Quadrant","AlphaStatus","RVol","VolPower","VolRegime","XRayBuyPowerPct","XRaySellPowerPct","RSI","ADX","PlusDI","MinusDI","EMA21","EMA50","EMA200","Volume","VolumeSMA20","Score","LogicNotes","Strategy","PortfolioCapital","Buy1","Buy2","Buy3","Buy4","Weight1","Weight2","Weight3","Weight4","Lot1","Lot2","Lot3","Lot4","TotalLots","TotalDeployed","CashLeft","AvgEntry","TheoreticalAvgEntry","StopLoss","TP1","TP2","TP2Fib","RiskBuy1Pct","RiskAvgPct","UpsideBuy1Pct","UpsideAvgPct","RewardRiskBuy1","RewardRiskAvg"
"TALF","2026-05-22","2026-05-22","558","FULL","780","24.8","V-SHAPE","V-SHAPE","reversal","TRUE","","V-SHAPE","2026-05-22","","NEW","0","DOWNTREND","BULLISH","BULLISH","BULLISH","DEMAND STRUCTURE","EXPLOSIVE BULL","19.18","TRUE","TRUE","TRUE","LEADING","LEADING (V-Shape)","1.86","1.86","EXPANSION","100","0","56.45","32.58","25.48","14","706.39","677.22","552.8","762700","410740","5050","Supertrend bearish | RSI 56.5 > 50 | Volume valid 1.86x | Lolos anti-crash ADX | RISEN EXPLOSIVE BULL","Full Grid (1-2-3-4)","100000000","780","695","675","645","0.1","0.2","0.3","0.4","128","287","444","620","1479","99890500","109500","675.39","675.41","590","1065","1350","1350","24.36","12.64","73.08","99.88","3","7.9"
"AUTO","2026-05-22","2026-05-22","558","FULL","2560","0.7874015748031495","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-16","","36d","36","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","51.11","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.05","1.05","NORMAL","100","0","42.62","21.86","11.6","23.86","2611.01","2635.41","2539.52","2742800","2614985","1028","Supertrend bearish | RSI 42.6 lemah | Volume 1.05x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","2730","2620","2590","2550","0.1","0.2","0.3","0.4","36","76","115","156","383","99305000","695000","2592.82","2592.97","2490","3090","3450","3450","8.79","3.97","26.37","33.06","3","8.34"
"CFIN","2026-05-22","2026-05-22","558","FULL","336","1.2048192771084338","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-16","","36d","36","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","56.99","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.49","0.49","DRY / QUIET","66.67","33.33","45.62","22.88","13.21","15.57","340.75","337.44","331.09","1081800","2229220","1028","Supertrend bearish | RSI 45.6 lemah | Volume 0.49x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","344","322","316","310","0.1","0.2","0.3","0.4","290","621","949","1290","3150","99950600","49400","317.3","317.31","298","414","482","482","13.37","6.08","40.12","51.91","3","8.53"
"OLIV","2026-05-22","2026-05-22","558","FULL","55","10","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-16","Structure + Discount","36d","36","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","58.7","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.86","0.86","NORMAL","100","0","47.23","18.07","14.9","19.49","55.85","57.49","61.56","4740900","5496835","1028","Supertrend bearish | RSI 47.2 lemah | Volume 0.86x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","61","54","52","49","0.1","0.2","0.3","0.4","1639","3703","5769","8163","19274","99991600","8400","51.88","51.88","45","85","109","109","26.23","13.26","78.69","110.1","3","8.3"
"PBSA","2026-05-22","2026-05-22","558","FULL","850","25","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","11d","11","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","17.7","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","1.92","1.92","EXPANSION","100","0","40.79","35.75","12.81","27.53","945.9","1103.2","1110.93","7476400","3890040","1028","Supertrend bearish | RSI 40.8 lemah | Volume valid 1.92x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","945","880","865","845","0.1","0.2","0.3","0.4","105","227","346","473","1151","99796000","204000","867.04","867.09","800","1165","1380","1380","15.34","7.73","46.03","59.16","3","7.65"
"PEVE","2026-05-22","2026-05-22","558","FULL","332","3.75","AVOID","-","passive","FALSE","","V-SHAPE","2026-05-11","","11d","11","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","27.16","TRUE","FALSE","FALSE","IMPROVING","IMPROVING (Passive)","0.07","0.07","DRY / QUIET","85.71","14.29","30.66","29.1","12.32","28.17","382.6","434.29","458.16","37500","541500","1028","Supertrend bearish | RSI 30.7 lemah | Volume 0.07x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","400","380","376","368","0.1","0.2","0.3","0.4","250","526","797","1086","2659","99920000","80000","375.78","375.78","354","500","530","530","11.5","5.8","32.5","41.04","2.83","7.08"
"SRAJ","2026-05-22","2026-05-22","558","FULL","14000","0","HOLD","-","passive","FALSE","","V-SHAPE","2026-04-16","","36d","36","UPTREND","BEARISH","BEARISH","BULLISH","UPTREND","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","45.8","31.19","28.51","39.74","14177.2","14675.22","12699.2","0","15045","1028","Supertrend bullish | RSI 45.8 lemah | Volume 0x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","15100","14100","13875","13525","0.1","0.2","0.3","0.4","6","14","21","29","70","97160000","2840000","13880","13888.23","13000","18250","21400","21400","13.91","6.34","41.72","54.18","3","8.55"
"TMAS","2026-05-22","2026-05-22","558","FULL","118","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-16","Structure + Discount","36d","36","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","85.07","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.73","0.73","DRY / QUIET","75","25","35.14","18.92","13.22","24.45","123.26","127.17","133.5","4115300","5599780","1028","Supertrend bearish | RSI 35.1 lemah | Volume 0.73x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","138","130","127","125","0.1","0.2","0.3","0.4","724","1538","2362","3200","7824","99982600","17400","127.79","127.79","120","165","192","192","13.04","6.1","39.13","50.25","3","8.24"
"BIKE","2026-05-22","2026-05-22","558","FULL","510","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-15","","37d","37","DOWNTREND","NEUTRAL","BULLISH","BEARISH","DOWNTREND DISCOUNT","SIDEWAYS","100","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0","0","NO VOLUME","50","50","50.73","26.8","31.84","19.76","510.36","508.29","608.56","0","682160","1026","Supertrend bearish | RSI 50.7 > 50 | Volume 0x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","995","890","865","830","0.1","0.2","0.3","0.4","100","224","346","481","1151","99738000","262000","866.53","866.57","775","1325","1655","1655","22.11","10.56","66.33","90.99","3","8.61"
"EKAD","2026-05-22","2026-05-22","558","FULL","171","2.3952095808383236","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-15","","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","26.27","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.33","1.33","EXPANSION","100","0","37.46","30.28","7.92","29.89","175.61","179.09","185.72","413000","310435","1026","Supertrend bearish | RSI 37.5 lemah | Volume valid 1.33x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","180","179","178","178","0.1","0.2","0.3","0.4","555","1117","1685","2247","5604","99973900","26100","178.4","178.4","176","187","191","191","2.22","1.34","6.11","7.06","2.75","5.26"
"ELIT","2026-05-22","2026-05-22","558","FULL","185","3.35195530726257","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Discount Only","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","69.69","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1","1","NORMAL","82.35","17.65","34.67","14.01","14.55","25.82","198.45","208.87","206.04","5865300","5858520","1026","Supertrend bearish | RSI 34.7 lemah | Volume 1x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","228","204","198","190","0.1","0.2","0.3","0.4","438","980","1515","2105","5038","99970400","29600","198.43","198.44","177","304","382","382","22.37","10.8","67.54","92.51","3.02","8.56"
"MAYA","2026-05-22","2026-05-22","558","FULL","188","0.53475935828877","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","66.74","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.43","1.43","EXPANSION","40","60","37.97","17.21","20.25","24.16","194.07","199.8","216.69","2231000","1558965","1026","Supertrend bearish | RSI 38.0 lemah | Volume valid 1.43x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","220","200","195","189","0.1","0.2","0.3","0.4","454","1000","1538","2116","5108","99971400","28600","195.72","195.72","178","284","346","346","19.09","9.05","57.27","76.79","3","8.48"
"SAFE","2026-05-22","2026-05-22","558","FULL","324","0","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-15","","37d","37","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","56.57","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.52","0.52","DRY / QUIET","88.24","11.76","34.49","18.2","14.94","23.71","346.63","360.19","321.66","306200","591255","1026","Supertrend bearish | RSI 34.5 lemah | Volume 0.52x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","382","368","364","358","0.1","0.2","0.3","0.4","261","543","824","1117","2745","99934800","65200","364.06","364.07","348","434","484","484","8.9","4.41","26.7","32.94","3","7.47"
"TARA","2026-05-22","2026-05-22","558","FULL","30","7.142857142857142","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-15","","37d","37","DOWNTREND","BEARISH","BEARISH","BULLISH","STRUCTURE + DISCOUNT","SIDEWAYS","64.21","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","1.83","1.83","EXPANSION","100","0","46.04","10.4","30.57","39.76","30.78","31.78","29.17","2091800","1142040","1026","Supertrend bearish | RSI 46.0 lemah | Volume valid 1.83x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","30","29","28","28","0.1","0.2","0.3","0.4","3333","6896","10714","14285","35228","99994600","5400","28.38","28.38","27","40","50","50","10","4.88","66.67","76.15","6.67","15.61"
"TCID","2026-05-22","2026-05-22","558","FULL","2770","-3.484320557491289","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","0","FALSE","FALSE","FALSE","LEADING","LEADING (Passive)","0.04","0.04","DRY / QUIET","30","70","41.32","15.93","20.07","22.53","2853.09","2868.23","2832.99","7100","174800","1026","Supertrend bearish | RSI 41.3 lemah | Volume 0.04x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","2970","2740","2680","2600","0.1","0.2","0.3","0.4","33","72","111","153","369","99057000","943000","2684.47","2684.93","2480","3710","4440","4440","16.5","7.62","49.49","65.4","3","8.59"
"VICI","2026-05-22","2026-05-22","558","FULL","550","0.9174311926605505","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-15","Structure + Discount","37d","37","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","93.06","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.44","0.44","DRY / QUIET","100","0","39.27","13.86","14.17","21.78","577.85","588.21","622.49","655700","1482850","1026","Supertrend bearish | RSI 39.3 lemah | Volume 0.44x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","630","565","550","530","0.1","0.2","0.3","0.4","158","353","545","754","1810","99835500","164500","551.58","551.61","492","835","1045","1045","21.9","10.8","65.87","89.46","3.01","8.28"
"ALDO","2026-05-22","2026-05-22","558","FULL","690","4.545454545454546","HOLD","-","passive","FALSE","","SMART GAMMA","2026-04-14","","38d","38","UPTREND","BULLISH","BULLISH","BULLISH","UPTREND PREMIUM","NORMAL UPTREND","58.45","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.73","0.73","DRY / QUIET","83.33","16.67","62.92","29.06","17.83","14.72","646.1","614.11","575.83","185600","253125","1024","Supertrend bullish | RSI 62.9 > 50 | Volume 0.73x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","595","560","550","535","0.1","0.2","0.3","0.4","168","357","545","747","1817","99927500","72500","549.96","549.96","515","715","835","835","13.45","6.36","40.34","51.83","3","8.15"
"BREN","2026-05-22","2026-05-22","558","FULL","2450","-4.669260700389105","AVOID","-","passive","FALSE","","BETA BREAKOUT","2025-11-05","","198d","198","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","CRASH / SELL-OFF","14.3","TRUE","FALSE","TRUE","LAGGING","LAGGARD (Passive)","2.74","2.74","VOLUME SURGE","19.23","80.77","18.9","48.41","8.55","40.85","3976.28","5190.74","7211.69","110164800","40182855","1024","Supertrend bearish | RSI 18.9 lemah | Volume valid 2.74x | Crash filter aktif | RISEN CRASH / SELL-OFF","Full Grid (1-2-3-4)","100000000","9750","8775","8550","8225","0.1","0.2","0.3","0.4","10","22","35","48","115","98460000","1540000","8561.74","8563.96","7700","12825","15900","15900","21.03","10.07","63.08","85.71","3","8.52"
"REAL","2026-05-22","2026-05-22","558","FULL","50","0","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Structure + Discount","38d","38","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","77.93","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.03","0.03","DRY / QUIET","50","50","36.29","25.37","17.58","14.54","53.15","55.29","56.37","2682100","102809720","1024","Supertrend bearish | RSI 36.3 lemah | Volume 0.03x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","55","53","52","51","0.1","0.2","0.3","0.4","1818","3773","5769","7843","19203","99994000","6000","52.07","52.07","49","74","85","85","10.91","5.9","54.55","63.24","5","10.72"
"SAMF","2026-05-22","2026-05-22","558","FULL","292","1.3888888888888888","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-14","Demand Structure","38d","38","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","NORMAL DOWNTREND","29.39","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.84","1.84","EXPANSION","25","75","28.51","21.71","14.94","25.27","315.41","323.08","347.24","299600","162965","1024","Supertrend bearish | RSI 28.5 lemah | Volume valid 1.84x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","346","328","322","316","0.1","0.2","0.3","0.4","289","609","931","1265","3094","99926800","73200","322.97","322.97","304","410","472","472","12.14","5.87","36.42","46.14","3","7.86"
"SRTG","2026-05-22","2026-05-22","558","FULL","1645","3.459119496855346","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-14","","38d","38","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","34.25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.84","0.84","NORMAL","66.67","33.33","41.85","23.39","14.56","26.05","1701.68","1719.62","1726.11","7272800","8670740","1024","Supertrend bearish | RSI 41.9 lemah | Volume 0.84x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1790","1640","1600","1550","0.1","0.2","0.3","0.4","55","121","187","258","621","99599000","401000","1603.85","1604.15","1470","2270","2750","2750","17.88","8.35","53.63","71.46","3","8.56"
"ARNA","2026-05-22","2026-05-22","558","FULL","452","-0.4405286343612335","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-13","","39d","39","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","46.52","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.75","0.75","DRY / QUIET","75","25","18.28","42.67","7.05","35.82","483.82","501.56","539.24","3694600","4943365","1022","Supertrend bearish | RSI 18.3 lemah | Volume 0.75x | Crash filter aktif | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","545","525","515","510","0.1","0.2","0.3","0.4","183","380","582","784","1929","99880500","119500","517.78","517.79","498","615","685","685","8.62","3.82","25.69","32.29","2.98","8.45"
"ASBI","2026-05-22","2026-05-22","558","FULL","414","1.4705882352941175","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-13","Structure + Discount","39d","39","DOWNTREND","BULLISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.24","0.24","DRY / QUIET","70","30","51.82","11.99","17.67","15.59","410.15","416.25","446.74","14600","61125","1022","Supertrend bearish | RSI 51.8 > 50 | Volume 0.24x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","432","406","400","392","0.1","0.2","0.3","0.4","231","492","750","1020","2493","99938400","61600","400.88","400.88","378","515","595","595","12.5","5.71","37.73","48.42","3.02","8.49"
"PDES","2026-05-22","2026-05-22","558","FULL","510","0","AVOID","-","passive","FALSE","","EARLY SWEEP","2026-04-13","","39d","39","DOWNTREND","NEUTRAL","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","91.32","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.01","0.01","DRY / QUIET","100","0","49.18","20.77","12.71","17.89","510.02","519.36","511.83","900","81510","1022","Supertrend bearish | RSI 49.2 lemah | Volume 0.01x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","630","610","605","600","0.1","0.2","0.3","0.4","158","327","495","666","1646","99808500","191500","606.37","606.38","585","700","770","770","7.14","3.52","22.22","26.99","3.11","7.66"
"PNGO","2026-05-22","2026-05-22","558","FULL","3440","1.1764705882352942","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-13","","39d","39","DOWNTREND","BEARISH","BULLISH","BULLISH","DEMAND STRUCTURE","NORMAL UPTREND","24.88","TRUE","TRUE","FALSE","LEADING","LEADING (Passive)","0.36","0.36","DRY / QUIET","15.38","84.62","47.72","23.65","20.5","16.99","3497.16","3412.78","2995.94","35700","99460","1022","Supertrend bearish | RSI 47.7 lemah | Volume 0.36x | Lolos anti-crash ADX | RISEN NORMAL UPTREND","Full Grid (1-2-3-4)","100000000","3410","3210","3160","3100","0.1","0.2","0.3","0.4","29","62","94","129","314","99485000","515000","3168.31","3168.57","2980","4060","4700","4700","12.61","5.94","37.83","48.34","3","8.13"
"SATU","2026-05-22","2026-05-22","558","FULL","254","-0.78125","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-04-13","","39d","39","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","NORMAL DOWNTREND","25","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.36","0.36","DRY / QUIET","0","100","34.96","21.96","9.8","27.85","260.34","260.94","250.67","412100","1159380","1022","Supertrend bearish | RSI 35.0 lemah | Volume 0.36x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","270","262","260","258","0.1","0.2","0.3","0.4","370","763","1153","1550","3836","99948600","51400","260.55","260.55","254","294","324","324","5.93","2.52","20","24.35","3.37","9.68"
"JRPT","2026-05-22","2026-05-22","558","FULL","1075","-1.3761467889908259","AVOID","-","passive","FALSE","","SMART GAMMA","2026-04-10","","42d","42","DOWNTREND","BEARISH","BEARISH","BULLISH","DEMAND STRUCTURE","SIDEWAYS","68.21","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.11","1.11","NORMAL","0","100","37.05","31.96","11.43","22.78","1090.88","1092.23","989.15","236300","213065","1016","Supertrend bearish | RSI 37.0 lemah | Volume 1.11x | Crash filter aktif | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1110","1095","1090","1085","0.1","0.2","0.3","0.4","90","182","275","368","915","99822000","178000","1090.95","1090.95","1075","1165","1280","1280","3.15","1.46","15.32","17.33","4.86","11.85"
"PANI","2026-05-22","2026-05-22","558","FULL","7800","4","AVOID","-","passive","FALSE","","SMART SNIPER","2026-04-10","Structure + Discount","42d","42","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","38.46","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","1.2","1.2","NORMAL","100","0","40.8","19.54","14.21","25.72","8278.03","8698","10781.56","6780800","5661840","1016","Supertrend bearish | RSI 40.8 lemah | Volume 1.2x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","8650","8075","7925","7725","0.1","0.2","0.3","0.4","11","24","37","51","123","97615000","2385000","7936.18","7938.82","7375","10575","12475","12475","14.74","7.07","44.22","57.19","3","8.09"
"MBAP","2026-05-22","2026-05-22","558","FULL","1620","4.516129032258064","AVOID","-","passive","FALSE","","BETA BREAKOUT","2026-03-30","","53d","53","DOWNTREND","BEARISH","BEARISH","BEARISH","STRUCTURE + DISCOUNT","SIDEWAYS","32.55","TRUE","FALSE","TRUE","LEADING","LEADING (Passive)","3.51","3.51","VOLUME SURGE","60","40","43.79","16.68","27.84","19.63","1641.99","1680.69","1747.41","353600","100685","1014","Supertrend bearish | RSI 43.8 lemah | Volume valid 3.51x | Lolos anti-crash ADX | RISEN SIDEWAYS","Full Grid (1-2-3-4)","100000000","1870","1690","1650","1585","0.1","0.2","0.3","0.4","53","118","181","252","604","99660000","340000","1650","1650.16","1495","2430","3000","3000","20.05","9.39","60.43","81.82","3.01","8.71"
"BELI","2026-05-22","2026-05-22","558","FULL","334","-1.183431952662722","AVOID","-","passive","FALSE","","V-SHAPE","2026-04-08","","44d","44","DOWNTREND","BEARISH","BEARISH","BEARISH","DOWNTREND DISCOUNT","NORMAL DOWNTREND","51.82","TRUE","FALSE","FALSE","LEADING","LEADING (Passive)","0.23","0.23","DRY / QUIET","50","50","20.81","17.76","12.9","23.89","362.89","388.79","415.18","191500","844750","1012","Supertrend bearish | RSI 20.8 lemah | Volume 0.23x | Lolos anti-crash ADX | RISEN NORMAL DOWNTREND","Full Grid (1-2-3-4)","100000000","444","418","410","402","0.1","0.2","0.3","0.4","225","478","731","995","2429","99940400","59600","411.45","411.45","386","530","620","620","13.06","6.18","39.64","50.69","3.03","8.2"
